已知标签	Alpha	Beta	Theta	Delta
4	27.43	13.17	19.77	17.94
4	26.96	13.86	18.91	19.84
4	29.27	15.65	15.99	18.21
4	33.11	14.33	16.63	18.15
4	22.13	12.68	19.83	24.21
4	24.48	15.74	13.91	18.62
4	15.57	16.49	11.81	15.75
4	24.51	12.81	20.57	21.1
4	21.06	13.0	21.76	23.91
4	12.07	12.41	20.96	31.91
4	11.11	10.15	19.98	37.78
4	16.92	17.51	12.09	16.76
4	12.25	11.77	20.67	36.0
4	22.44	18.34	17.34	23.37
4	13.72	14.99	20.56	28.35
4	13.34	11.72	21.15	35.37
4	11.8	11.81	23.26	33.95
4	11.22	10.97	19.72	40.97
4	14.35	11.84	24.37	30.11
4	11.84	12.3	21.47	33.94
4	12.52	11.49	20.34	36.49
4	9.85	10.12	17.15	42.1
4	17.88	13.86	7.06	20.15
4	25.66	19.55	10.65	18.89
4	17.0	13.66	7.1	19.4
4	13.7	11.15	6.05	23.23
4	26.32	17.52	10.25	17.02
4	26.88	19.22	10.5	17.02
4	25.49	18.28	10.44	14.76
4	23.27	20.04	10.68	16.93
4	28.33	18.74	9.46	15.63
4	21.44	17.51	9.0	17.49
4	24.58	18.58	9.46	14.9
4	25.84	18.85	10.14	15.74
4	25.44	18.46	11.32	15.71
4	24.36	18.64	9.79	16.98
4	21.58	17.21	10.22	18.2
4	8.06	10.6	5.06	22.49
4	12.01	11.38	6.45	23.48
4	29.3	17.12	10.82	17.52
4	31.2	17.34	11.61	17.29
4	19.16	14.3	8.47	22.77
4	28.54	19.11	10.78	18.18
4	22.15	14.29	10.57	19.8
4	25.45	19.04	11.29	18.53
4	23.04	17.75	11.61	18.3
4	24.99	19.16	11.91	19.02
4	26.31	18.15	12.47	18.4
4	19.04	17.35	10.52	16.01
4	17.95	17.12	9.41	17.38
4	23.78	18.61	10.56	14.92
4	19.59	17.26	11.19	18.66
4	21.23	19.94	11.91	18.49
4	22.98	20.24	11.99	17.45
4	21.75	18.67	11.08	19.55
4	19.37	18.02	13.38	20.28
4	15.68	17.35	14.84	20.09
4	16.46	17.39	15.76	22.53
4	13.7	18.62	14.97	23.6
4	14.02	20.5	13.44	23.84
4	12.18	14.88	17.1	28.41
4	13.12	15.25	16.13	26.51
4	11.79	14.2	18.49	29.58
4	9.74	12.33	14.52	28.2
4	16.75	13.68	13.35	24.96
4	12.74	13.93	16.74	31.36
4	9.48	12.44	13.25	35.08
4	12.14	14.34	16.25	35.1
4	14.84	13.32	12.49	31.97
4	10.1	13.66	14.7	42.05
4	17.07	14.42	13.17	21.61
4	18.86	14.2	17.14	26.6
4	14.3	11.28	7.43	15.91
4	20.89	14.64	18.63	21.27
4	15.56	15.51	15.87	26.14
4	22.13	15.76	10.97	20.45
4	16.72	12.97	8.32	23.89
4	26.75	14.23	16.51	19.18
4	15.47	14.19	16.04	30.17
4	11.61	10.84	15.89	43.17
4	10.96	10.43	12.39	32.14
4	21.75	13.03	15.72	26.65
4	11.07	11.91	17.8	35.59
4	18.3	13.0	16.59	26.86
4	19.44	13.41	16.89	27.67
4	14.55	12.07	11.25	25.39
4	13.37	14.39	21.39	30.56
4	13.16	14.69	9.27	19.75
4	16.25	11.28	20.61	30.4
4	13.25	10.71	17.91	37.4
4	15.26	10.88	16.06	30.64
4	12.29	10.5	23.49	34.45
4	10.78	10.82	12.57	33.78
4	12.47	10.39	20.3	37.32
4	14.04	10.39	25.07	31.94
4	20.04	11.93	25.91	23.65
4	15.35	11.87	20.08	31.24
4	13.29	12.31	23.39	32.28
4	15.64	11.8	25.08	28.88
4	15.56	11.59	25.31	28.95
4	14.67	11.75	21.29	32.76
4	19.25	12.76	19.18	27.52
4	19.25	11.81	19.94	27.83
4	22.41	13.34	13.16	20.77
4	18.48	12.76	16.59	29.15
4	11.13	15.74	19.32	31.53
4	16.53	12.76	18.21	31.99
4	23.08	12.9	16.25	25.68
4	13.5	11.06	19.32	32.6
4	11.14	15.19	19.12	29.97
4	10.21	9.07	13.3	38.21
4	10.48	11.88	14.93	43.88
4	18.97	11.48	10.8	20.98
4	15.98	13.41	17.17	28.15
4	11.24	10.65	18.91	36.98
4	15.38	10.98	11.72	26.02
4	11.14	14.49	19.65	34.99
4	23.03	14.23	14.5	23.92
4	22.69	16.65	14.89	20.76
4	13.62	12.92	17.54	30.57
4	13.12	12.46	19.93	31.11
4	26.19	13.4	12.64	22.27
4	16.35	13.4	16.63	28.11
4	20.01	13.17	11.69	22.55
4	21.81	14.18	11.45	20.74
4	13.58	13.13	19.06	28.25
4	29.77	15.53	11.81	20.03
4	32.89	15.53	12.25	18.14
4	30.27	16.48	15.17	19.26
4	28.78	17.34	14.02	20.25
4	33.16	15.23	12.78	18.93
4	14.57	19.47	13.94	21.32
4	12.96	18.32	14.45	21.44
4	11.15	16.75	17.75	24.51
4	11.08	16.3	16.09	23.55
4	12.53	18.02	15.86	23.15
4	13.99	14.32	14.26	27.84
4	11.0	13.27	13.81	36.04
4	12.77	17.56	15.21	32.46
4	20.83	18.79	13.3	18.28
4	11.28	13.07	16.74	33.08
4	13.27	15.33	14.01	35.05
4	9.4	14.62	5.89	12.42
4	7.1	9.95	10.19	28.99
4	11.9	12.35	17.96	32.55
4	12.76	11.31	16.42	25.08
4	10.84	13.17	17.9	31.51
4	11.27	12.49	17.13	34.65
4	15.23	15.36	18.25	25.12
4	16.25	17.16	17.02	21.4
4	27.87	18.43	15.01	16.77
4	27.49	19.16	15.69	16.46
4	28.82	17.85	14.01	17.92
4	14.98	12.85	24.45	24.02
4	17.19	16.3	21.34	19.81
4	17.2	14.95	12.38	20.99
4	13.83	12.41	22.51	26.8
4	22.49	15.55	18.28	23.92
4	27.5	17.36	15.91	17.94
4	25.61	16.38	16.77	19.67
4	15.85	14.56	20.42	29.3
4	25.12	14.5	16.17	25.36
4	26.83	15.69	16.94	20.22
4	30.29	16.9	13.88	16.59
4	25.16	14.29	15.92	24.3
4	15.73	14.81	14.47	21.62
4	31.35	14.56	13.99	17.14
4	14.24	12.36	17.94	32.79
4	14.91	10.09	20.66	33.32
4	11.99	10.22	16.22	37.44
4	24.29	11.54	16.27	27.6
4	24.69	13.82	17.54	21.62
4	21.13	12.16	16.0	28.55
4	15.94	10.45	19.81	32.69
4	15.26	10.83	15.92	31.2
4	9.56	7.81	6.49	38.01
4	16.38	10.55	19.99	31.16
4	19.14	10.39	22.65	25.22
4	14.46	12.73	9.18	19.77
4	19.08	10.78	19.79	29.11
4	15.08	9.66	21.37	33.11
4	19.67	10.87	18.58	31.87
4	20.61	13.11	17.98	25.89
4	15.63	11.53	11.56	22.35
4	16.88	11.93	20.5	28.43
4	14.1	9.17	11.88	30.65
4	12.63	10.63	17.17	37.42
4	12.46	10.44	21.27	35.71
4	16.17	10.31	18.52	30.37
4	13.37	13.48	21.04	29.25
4	14.25	13.13	25.05	25.33
4	12.46	12.92	20.13	30.81
4	13.16	10.13	24.11	34.23
4	11.37	9.88	24.45	34.33
4	13.85	10.87	20.49	32.82
4	8.99	15.34	7.95	23.75
4	13.59	16.02	18.38	26.34
4	33.64	16.86	12.67	16.22
4	21.35	18.56	14.88	21.09
4	13.52	15.13	16.98	31.11
4	12.72	10.2	9.38	29.11
4	11.48	10.41	21.6	33.14
4	13.67	10.4	18.61	33.06
4	16.2	11.42	21.56	31.41
4	14.63	12.13	22.75	30.08
4	15.42	10.57	26.87	28.02
4	17.49	13.74	24.69	24.59
4	16.29	13.68	23.49	24.52
4	14.5	12.8	20.86	29.4
4	13.42	11.59	22.92	31.27
4	5.74	6.42	11.53	38.27
4	9.59	8.28	23.17	40.94
4	14.84	10.18	23.97	31.55
4	16.12	10.97	20.31	30.78
4	17.51	11.76	20.88	28.48
4	15.21	10.66	19.79	33.07
4	9.83	8.7	20.66	31.14
4	15.83	11.66	27.59	24.12
4	16.52	10.92	21.27	28.87
4	17.5	12.58	21.52	27.18
4	18.61	11.45	19.87	28.25
4	14.26	11.27	19.85	34.46
4	13.14	11.33	25.24	31.55
4	14.56	12.39	19.87	33.27
4	12.58	10.93	23.25	32.12
4	16.03	11.29	20.1	28.7
4	17.33	12.25	20.96	26.49
4	18.74	11.94	21.0	26.09
4	14.01	10.76	19.59	36.25
4	12.97	11.47	22.02	32.07
4	13.73	11.68	23.54	30.48
4	12.43	10.33	23.4	34.63
4	14.06	11.07	19.17	33.35
4	12.13	9.04	18.83	40.74
4	15.97	11.13	22.24	30.0
4	12.23	9.83	18.39	35.81
4	16.3	10.71	21.53	30.4
4	14.71	9.65	22.12	31.27
4	14.49	11.76	25.77	25.95
4	18.3	10.59	23.57	27.58
4	13.22	11.0	22.45	31.7
4	14.46	10.92	21.9	33.06
4	12.46	10.85	24.79	31.1
3	10.21	7.91	21.08	38.73
3	11.29	8.76	22.45	36.19
3	9.34	7.48	19.19	45.53
3	9.88	6.73	19.19	41.34
3	11.48	9.16	21.76	35.1
3	10.87	7.98	18.56	38.53
3	10.64	6.71	19.09	44.86
3	10.82	7.37	19.28	43.7
3	11.32	6.89	19.27	42.81
3	9.29	6.85	20.99	45.95
3	12.3	6.36	20.4	42.29
3	8.62	5.9	20.46	46.99
3	10.81	7.76	20.7	38.46
3	9.17	7.05	19.26	41.53
3	8.81	7.37	22.01	39.27
3	10.61	8.25	25.26	37.57
3	10.2	8.45	24.98	32.53
3	10.03	9.34	23.22	31.29
3	10.26	8.12	19.98	38.97
3	9.58	8.61	22.24	39.03
3	12.56	10.55	17.49	36.36
3	13.5	9.84	17.34	37.02
3	14.05	9.7	17.4	38.66
3	11.91	7.82	21.98	40.18
3	11.49	7.19	23.66	40.7
3	10.76	6.94	19.02	45.55
3	10.83	6.64	22.99	41.18
3	8.69	7.5	21.73	40.84
3	7.81	6.0	19.41	50.34
3	10.54	9.18	17.66	38.87
3	13.56	9.34	18.96	36.69
3	12.04	9.35	19.04	38.07
3	15.82	9.13	17.1	36.91
3	12.25	9.49	16.66	36.59
3	13.56	9.17	18.01	38.29
3	12.55	9.65	16.84	39.69
3	12.33	8.36	16.47	41.67
3	13.8	8.61	18.24	39.49
3	13.73	8.46	18.05	39.67
3	14.69	8.64	19.95	37.16
3	11.95	7.96	19.0	42.54
3	11.77	8.17	18.26	40.41
3	11.96	8.3	17.73	41.21
3	12.27	7.61	17.86	40.25
3	12.78	8.78	19.23	38.23
3	12.53	9.99	19.13	38.21
3	13.85	9.22	17.8	38.67
3	11.13	7.27	17.49	44.15
3	10.73	9.27	20.04	36.23
3	11.05	9.41	21.57	35.91
3	13.95	10.94	24.33	29.87
3	11.76	10.34	20.56	34.66
3	12.23	11.32	20.4	34.57
3	9.74	9.43	19.34	42.29
3	10.57	8.44	19.72	41.86
3	10.63	8.84	20.52	41.32
3	9.91	5.8	17.88	48.64
3	10.73	7.7	16.61	44.03
3	12.82	7.86	17.57	40.39
3	10.57	6.82	18.53	41.6
3	11.16	7.07	19.58	41.74
3	11.85	6.93	18.75	45.49
3	8.58	6.84	17.05	42.26
3	10.42	9.53	15.06	38.13
3	10.7	8.78	19.19	39.3
3	10.21	7.66	17.1	42.01
3	9.08	7.55	20.93	43.53
3	10.49	8.56	18.65	39.53
3	10.4	7.41	17.53	44.65
3	12.05	6.46	21.12	42.02
3	12.0	8.61	18.84	37.16
3	11.13	9.02	20.53	41.23
3	11.37	8.78	16.4	41.97
3	9.51	5.98	17.35	45.1
3	13.94	8.85	19.42	34.51
3	9.32	7.13	24.41	36.38
3	11.61	9.39	21.63	36.23
3	14.57	9.54	23.33	31.95
3	8.94	8.78	9.49	34.14
3	11.73	10.63	22.46	37.57
3	11.99	9.76	18.15	39.06
3	11.48	10.01	17.11	36.98
3	10.02	9.42	17.69	41.54
3	12.83	9.17	17.16	40.33
3	10.32	8.75	20.02	42.26
3	12.08	9.25	18.51	40.65
3	11.81	9.06	17.7	41.17
3	11.0	9.76	18.33	39.15
3	11.57	8.52	16.69	44.01
3	14.46	9.13	19.34	38.85
3	11.76	9.07	18.28	42.86
3	11.72	9.4	17.35	41.05
3	13.32	8.46	17.52	40.56
3	10.23	8.25	17.55	42.33
3	10.14	7.95	16.57	46.15
3	14.07	8.79	19.94	36.21
3	11.44	8.58	19.12	40.49
3	11.39	7.94	19.31	42.66
3	11.22	7.2	18.41	46.02
3	10.85	7.9	21.01	42.36
3	11.25	8.15	19.64	40.05
3	10.79	8.02	18.9	42.53
3	9.69	8.21	18.2	44.43
3	11.55	8.66	18.12	39.62
3	12.57	9.08	17.09	38.37
3	12.42	8.92	15.75	39.92
3	12.63	8.5	22.53	36.75
3	12.88	8.88	19.27	37.99
3	13.74	10.04	18.44	33.73
3	12.28	10.1	17.26	38.5
3	12.12	9.06	18.73	38.48
3	13.09	8.25	17.05	40.6
3	11.18	8.13	18.03	41.12
3	12.15	8.11	16.47	39.77
3	13.14	8.37	19.56	39.81
3	10.09	7.78	19.06	43.14
3	9.96	6.35	17.75	47.06
3	13.19	9.16	23.33	36.07
3	10.06	8.28	19.01	45.83
3	12.79	7.62	23.41	36.87
3	12.47	7.94	25.44	37.77
3	10.08	6.82	16.1	48.7
3	17.13	18.9	18.52	23.25
3	18.45	16.13	18.67	24.39
3	14.88	13.51	19.13	30.93
3	20.45	14.86	20.86	23.16
3	14.28	12.47	18.41	31.92
3	14.08	8.88	23.28	33.22
3	11.81	9.55	23.38	33.74
3	12.8	8.7	22.74	35.67
3	10.44	9.06	19.3	39.52
3	10.86	9.46	20.79	35.44
3	12.63	7.76	16.51	46.22
3	11.92	8.22	19.78	42.1
3	12.09	8.1	19.56	41.01
3	12.89	8.1	18.65	40.64
3	12.16	6.34	17.38	45.13
3	11.16	8.33	17.78	43.17
3	12.01	7.93	19.5	38.15
3	11.31	7.34	18.89	42.72
3	13.13	7.46	18.29	41.98
3	13.24	7.14	19.05	40.97
3	13.07	7.94	18.94	39.7
3	13.15	6.59	17.85	41.53
3	10.66	6.55	18.43	45.27
3	10.92	6.25	17.65	44.97
3	9.65	5.96	17.65	45.69
3	8.24	5.78	17.48	50.25
3	8.51	6.25	16.15	50.17
3	10.16	7.22	19.6	43.3
3	9.64	7.16	17.76	46.54
3	11.36	6.78	18.68	44.89
3	9.68	6.46	17.92	47.77
3	12.15	7.91	19.55	42.24
3	10.42	6.23	18.15	44.92
3	11.0	6.54	18.64	43.85
3	11.29	7.67	15.57	42.4
3	11.86	7.77	17.92	42.88
3	11.32	7.11	17.64	44.45
3	11.34	6.86	18.05	42.83
3	11.38	8.13	18.28	43.61
3	12.62	8.18	18.04	42.28
3	10.66	10.5	20.44	36.21
3	14.25	11.57	22.29	31.92
3	12.92	10.91	18.59	34.13
3	11.33	10.28	17.81	37.55
3	11.3	10.18	21.58	34.16
3	10.75	10.11	19.19	38.49
3	12.0	9.51	21.05	35.0
3	11.87	9.66	18.35	36.64
3	11.93	9.16	20.83	37.27
3	10.47	9.8	18.8	38.94
3	11.66	10.08	19.32	35.44
3	10.86	9.55	18.23	40.1
3	13.44	11.79	17.6	28.31
3	11.53	9.87	19.57	35.77
3	11.75	10.0	18.61	37.51
3	12.25	10.47	19.98	35.9
3	11.65	9.78	19.24	37.17
3	12.68	9.56	21.42	35.64
3	13.05	8.67	19.08	38.68
3	11.47	8.81	20.12	38.37
3	13.12	9.17	21.92	36.11
3	13.41	8.85	20.35	36.96
3	12.81	8.43	22.42	37.11
3	10.19	8.56	17.0	43.59
3	13.57	8.6	17.67	37.74
3	11.28	10.58	20.83	34.09
3	11.81	9.31	20.91	36.05
3	14.0	9.73	17.97	35.66
3	11.74	8.9	18.93	40.12
3	11.92	8.34	20.16	40.57
3	12.43	8.44	17.91	39.12
3	12.54	7.79	19.45	39.03
3	11.49	8.23	18.86	41.06
3	12.75	8.43	21.64	38.35
3	10.79	8.51	18.85	41.98
3	10.76	6.46	19.75	41.99
3	12.91	7.77	20.49	39.44
3	11.38	6.6	21.14	40.91
3	10.54	7.46	19.86	45.19
3	12.14	8.04	17.83	37.82
3	10.39	7.93	21.13	38.74
3	12.4	8.18	21.9	36.81
3	13.37	7.72	18.58	42.52
3	11.0	8.53	20.73	40.27
3	12.84	8.72	21.09	35.16
3	11.15	7.88	20.67	39.74
3	11.54	7.55	21.48	39.18
3	12.11	8.07	23.1	39.77
3	10.98	8.26	19.12	42.02
3	11.01	8.18	17.76	43.38
3	11.67	8.26	21.09	40.65
3	11.16	7.09	19.3	43.06
3	12.36	7.81	21.96	39.13
3	11.22	7.17	20.23	43.25
3	11.54	6.73	22.3	41.72
3	12.28	7.26	21.43	38.56
3	9.24	7.63	18.64	44.68
3	9.51	6.81	18.0	46.02
3	9.8	5.44	18.25	45.97
3	10.09	6.59	19.66	43.09
3	9.35	6.0	16.63	48.86
3	10.21	6.81	22.17	41.52
3	9.69	6.36	19.21	44.85
3	8.78	5.26	18.31	47.81
3	9.75	5.61	19.18	47.29
3	9.78	6.68	21.59	42.27
3	9.14	7.46	18.89	43.58
3	12.01	7.3	17.85	42.81
3	10.63	6.77	18.66	43.22
3	8.81	6.34	18.16	48.53
3	10.3	6.71	18.53	45.32
3	10.62	6.62	18.33	45.31
3	8.32	5.79	16.15	50.01
3	11.04	7.97	20.02	41.54
3	11.6	7.58	19.91	42.81
3	9.58	5.72	17.73	45.57
3	8.22	6.1	16.25	52.98
3	14.14	7.85	21.46	38.53
3	14.83	14.72	23.43	27.55
3	16.74	15.79	13.46	17.84
3	14.43	13.22	27.31	27.61
3	14.02	13.88	26.05	28.77
3	17.21	15.73	22.15	20.97
3	14.05	15.83	25.0	26.8
3	13.1	14.26	22.36	30.81
3	14.21	14.11	22.28	32.73
3	13.43	14.88	21.11	33.28
3	15.07	15.14	24.41	29.38
3	12.93	14.57	20.2	34.78
3	13.12	13.18	23.15	33.16
3	10.93	8.91	17.52	44.78
3	11.86	9.5	16.53	39.58
3	12.69	11.87	22.25	35.98
3	11.07	10.25	19.99	41.55
3	10.83	9.71	20.3	40.21
3	11.24	9.62	20.96	42.42
3	11.04	10.05	20.08	41.46
3	11.24	9.89	17.15	46.33
3	14.1	16.57	18.93	27.55
3	14.94	18.59	19.97	27.3
3	13.57	19.99	17.71	28.19
3	14.27	15.04	20.61	29.84
3	15.42	17.02	20.21	28.69
3	15.65	19.22	17.97	25.87
3	14.25	17.78	19.42	29.94
3	13.88	16.97	19.72	30.26
3	17.92	15.47	18.81	28.85
3	16.52	12.94	18.14	33.11
3	14.01	16.43	18.64	31.13
3	14.93	14.58	20.5	31.76
3	13.96	15.36	19.46	31.98
3	14.13	13.67	19.02	33.27
3	12.45	13.02	18.42	38.16
3	15.76	12.76	17.12	36.54
3	11.93	9.34	18.28	37.87
3	10.31	7.33	19.33	40.03
3	9.04	7.09	19.31	38.63
3	10.16	7.61	21.0	38.4
3	9.3	7.17	17.37	42.55
3	11.33	7.99	18.92	35.14
3	12.9	13.73	18.77	34.91
3	13.67	12.99	19.01	34.9
3	13.15	12.64	18.09	37.64
3	13.83	14.24	19.68	33.48
3	10.48	10.01	15.61	45.65
3	10.66	10.59	18.44	44.09
3	11.92	8.69	15.42	44.57
3	10.24	10.29	15.65	45.2
3	17.73	10.83	14.51	33.71
3	15.26	12.32	19.86	32.73
3	14.92	15.11	20.63	28.4
3	12.68	15.2	20.47	32.68
3	13.47	14.97	18.4	33.28
3	14.03	14.29	18.79	31.98
3	14.01	13.96	20.76	32.43
3	13.25	11.24	19.84	37.11
3	11.63	12.16	20.16	38.73
3	12.78	11.56	20.82	36.53
3	10.79	9.28	18.28	45.93
3	11.05	8.95	21.23	36.71
3	13.51	9.27	19.65	35.92
3	14.09	9.7	19.82	31.0
3	9.12	7.78	17.21	48.13
3	16.48	12.72	8.08	29.06
3	14.65	14.17	19.44	30.15
3	14.77	15.0	18.35	34.68
3	14.18	17.44	16.76	30.84
3	13.08	15.55	20.37	32.67
3	15.6	15.64	14.72	34.06
3	16.66	15.42	17.09	28.21
3	13.34	17.95	16.76	30.14
3	14.08	15.39	17.33	30.78
3	14.98	13.39	17.58	34.45
3	17.41	14.87	15.29	31.55
3	15.2	19.19	19.52	26.42
3	14.73	13.62	18.87	33.32
3	13.22	14.49	17.33	35.05
3	13.9	15.25	18.53	33.03
3	12.13	14.38	16.89	38.3
3	13.89	11.13	15.77	36.68
3	12.69	15.33	19.53	31.74
3	13.47	13.04	19.36	34.24
3	12.87	10.39	17.21	39.5
3	18.93	15.81	10.58	29.77
3	21.97	15.38	16.02	27.36
3	15.54	15.06	17.59	34.36
3	12.13	17.21	18.4	32.54
3	15.54	15.03	20.7	31.36
3	13.14	13.6	20.57	33.57
3	13.86	13.84	18.68	32.84
3	11.51	11.37	20.58	38.61
3	16.49	16.06	17.25	32.65
3	12.65	16.79	19.21	28.43
3	14.7	15.61	17.8	30.16
3	13.75	14.24	19.85	30.65
3	12.72	13.95	17.32	35.34
3	11.16	11.21	16.33	38.73
3	13.41	13.99	19.63	32.85
3	12.92	12.29	20.84	32.32
3	12.7	11.51	17.86	38.17
3	22.08	16.18	19.73	24.47
3	15.61	14.57	21.33	28.6
3	15.89	15.15	21.56	29.75
3	13.86	15.84	21.62	29.54
3	14.51	16.67	21.2	29.85
3	14.93	16.39	22.83	28.6
3	12.66	17.11	19.97	32.75
3	13.11	11.74	22.08	33.47
3	12.94	9.77	21.76	34.09
3	11.51	11.37	20.58	38.61
3	11.38	10.85	19.4	38.98
3	10.61	9.94	17.45	42.03
3	11.81	10.27	20.41	41.23
3	11.3	8.42	20.07	41.85
3	11.39	10.51	20.41	38.79
3	21.55	12.7	15.38	24.8
3	15.71	13.07	9.12	23.88
3	14.27	13.96	20.82	32.16
3	11.06	13.14	18.33	37.42
3	12.67	10.7	17.06	38.36
3	11.1	10.79	18.04	41.2
3	18.03	12.6	13.17	34.4
3	17.09	14.21	18.84	30.22
3	13.5	15.2	17.25	34.52
3	13.17	15.92	18.08	31.85
3	14.86	13.5	18.31	33.82
3	13.82	13.96	18.84	32.95
3	13.23	13.03	18.02	34.64
3	13.49	12.92	19.83	34.67
3	11.46	13.52	17.18	38.52
3	16.67	16.47	16.92	30.19
3	19.21	14.8	18.9	29.7
3	17.9	14.24	11.91	27.83
3	17.7	18.17	18.59	27.26
3	15.49	15.86	18.09	30.27
3	14.4	16.63	17.41	32.7
3	11.28	13.61	19.02	34.57
3	12.67	16.08	15.68	35.39
3	17.36	16.94	16.01	31.3
3	11.9	18.64	16.55	33.7
3	13.97	21.31	19.2	29.07
3	16.97	20.68	17.5	26.39
3	18.6	18.27	18.84	26.63
3	18.88	13.39	21.51	25.57
3	15.23	13.48	23.37	28.46
3	15.03	14.81	23.01	27.2
3	17.31	13.54	24.05	27.46
3	17.85	13.17	26.87	24.58
3	10.18	10.76	23.03	34.45
3	12.53	13.04	23.28	29.24
3	11.41	13.35	21.83	29.95
3	11.7	12.56	21.42	32.28
3	11.0	13.0	13.0	39.28
3	10.86	7.91	20.24	42.41
3	10.83	9.09	18.86	45.36
3	11.85	8.75	22.25	38.87
3	20.76	11.77	15.24	29.31
3	15.01	14.03	25.64	28.51
3	15.33	14.48	15.86	32.59
3	13.3	11.76	21.05	35.81
3	18.64	13.77	21.03	28.3
3	13.43	14.37	22.88	30.22
3	16.67	13.5	20.85	31.41
3	19.13	10.93	16.57	36.68
3	14.11	12.15	17.24	36.98
3	19.2	15.26	17.23	27.27
3	15.09	13.23	19.05	34.73
3	17.05	13.95	18.47	29.7
3	16.91	15.3	19.7	30.81
3	19.12	18.03	17.92	26.61
3	17.72	16.55	18.35	25.9
3	14.84	14.37	21.02	30.47
3	19.21	12.5	24.35	25.57
3	14.12	13.92	23.07	28.17
3	17.18	14.36	24.01	25.35
3	14.83	18.14	21.8	28.14
3	15.06	16.81	24.89	25.65
3	13.88	15.73	24.84	25.97
3	13.91	15.01	27.26	27.06
3	17.88	17.78	19.84	24.87
3	13.43	15.03	21.78	32.16
3	14.72	18.66	21.73	26.54
3	13.87	18.03	25.79	23.96
3	14.01	14.05	23.78	32.41
3	13.29	20.51	24.29	26.81
3	12.63	13.85	22.44	34.1
3	14.67	15.48	22.16	30.01
3	16.57	16.02	25.85	25.85
3	14.5	16.26	23.77	28.04
3	13.09	14.09	22.62	31.85
3	16.46	16.95	18.32	30.45
3	14.95	15.33	20.9	31.91
3	12.45	10.63	22.9	34.45
3	11.92	14.76	17.92	31.57
3	12.7	14.59	19.64	29.82
3	14.51	13.37	19.61	34.89
3	10.05	10.57	14.76	44.71
3	12.81	12.36	18.9	35.85
3	9.26	16.33	8.08	23.17
3	10.19	11.83	17.59	35.22
3	12.13	14.74	15.33	31.71
3	10.73	13.76	19.31	34.93
3	10.75	12.57	18.56	35.85
3	15.86	12.57	16.74	29.24
3	9.63	14.56	16.41	35.45
3	10.43	11.83	18.86	36.94
3	9.8	10.78	17.5	43.27
3	13.47	13.86	19.09	31.88
3	11.17	13.44	18.98	35.35
3	11.24	12.98	20.56	32.44
3	11.87	14.64	18.74	32.31
3	11.41	12.38	19.35	29.59
3	12.5	10.93	15.89	37.35
3	11.17	12.3	14.89	35.24
3	12.76	12.23	16.69	32.79
3	11.96	11.69	13.07	37.24
3	16.97	15.33	14.9	25.04
3	11.99	13.95	17.04	27.48
3	12.68	11.07	15.55	37.01
3	11.57	11.53	17.21	36.33
3	11.76	13.24	19.75	35.02
3	11.63	11.95	18.92	35.79
3	15.07	9.73	15.48	40.5
3	12.22	10.16	18.05	37.07
3	11.09	11.38	20.2	37.81
3	12.89	12.93	17.54	35.6
3	12.87	10.4	16.1	39.9
3	10.75	9.22	17.94	40.8
3	11.09	13.09	15.12	35.24
3	10.56	12.0	15.76	37.75
3	12.16	12.43	15.91	30.83
3	12.74	13.53	16.68	30.01
3	11.83	13.05	16.51	33.38
3	12.9	12.66	16.13	36.85
3	11.26	11.25	16.69	36.31
3	10.71	11.69	14.18	37.98
3	11.72	11.99	19.2	33.28
3	11.6	12.78	16.62	28.98
3	10.1	12.1	17.87	32.06
3	10.77	11.66	17.37	36.51
3	12.59	13.4	20.42	29.76
3	11.86	14.66	20.87	28.77
3	11.73	11.87	18.46	32.23
3	9.97	11.6	15.93	38.16
3	11.52	13.79	23.21	29.11
3	10.36	12.61	20.07	33.91
3	12.47	12.99	20.8	28.85
3	11.79	13.61	17.28	31.07
3	12.61	14.59	21.78	26.41
3	17.0	16.32	17.22	24.95
3	17.35	12.75	11.4	28.54
3	13.88	16.43	14.05	27.4
3	10.78	11.32	11.57	36.1
3	16.55	15.39	16.67	30.59
3	17.49	14.97	18.24	27.26
3	16.31	14.76	15.47	30.65
3	15.22	15.07	14.78	29.75
3	17.14	14.35	16.32	28.73
3	14.91	16.41	16.82	29.16
3	15.19	10.65	16.84	37.92
3	13.66	12.79	18.71	29.91
3	16.41	12.61	20.53	29.13
3	14.0	10.77	15.18	34.53
3	15.21	12.69	17.28	33.07
3	13.62	10.52	22.44	32.81
3	17.91	10.95	22.0	31.0
3	15.72	12.08	17.5	37.27
3	19.09	15.0	19.67	29.83
3	18.59	16.64	18.21	27.49
3	18.21	14.19	18.4	28.31
3	19.45	15.22	18.67	25.65
3	14.98	15.9	17.84	29.04
3	18.19	15.95	16.37	28.04
3	13.73	13.46	14.61	33.97
3	17.79	14.91	16.88	29.56
3	15.91	15.73	16.45	27.78
3	15.09	16.59	16.64	28.26
3	14.21	16.74	14.1	24.14
3	16.23	17.2	15.09	24.82
3	13.84	12.65	15.02	36.8
3	14.31	14.36	16.4	30.16
3	16.27	13.94	16.6	30.19
3	18.15	16.45	17.47	28.3
3	15.96	21.76	15.93	21.22
3	16.89	17.85	15.82	28.31
3	17.68	21.11	14.76	24.29
3	18.36	17.28	16.82	28.43
3	17.92	16.45	14.91	27.09
3	16.87	14.24	16.23	27.87
3	17.02	19.9	15.13	23.82
3	15.17	15.27	16.08	32.76
